Id,TaskNo,WmsTaskNo,TaskType,DeviceCode,DeviceType,Barcode,FromNode,ToNode,Priority,Status,RunStatus,SendTime,FinishTime,SendTask,Seq,WarehouseId,CreateTime,UpdateTime,CreateUserId,UpdateUserId,IsDelete
23113096024262,13263,20251110000040,Task_InBound,Lift01,Lift,T008268,3006,2007,999,1,1,2025-11-10 08:58:49.497,2025-11-10 09:00:06.047,,2,1,2025-11-10 08:57:44.710,,,,0
23113096024263,13263,20251110000040,Task_InBound,FRGV07,FRGV,T008268,2007,23-014-007,999,1,1,2025-11-10 09:00:14.890,2025-11-10 09:01:39.170,13263.0,3,1,2025-11-10 08:57:44.710,,,,0
23113102693573,13265,20251110000041,Task_InBound,3013,Convery,T011004,3013,3006,999,1,1,2025-11-10 08:58:37.717,2025-11-10 08:59:41.637,,1,1,2025-11-10 08:58:36.813,,,,0
23113102693574,13265,20251110000041,Task_InBound,Lift01,Lift,T011004,3006,2008,999,1,1,2025-11-10 09:00:04.910,2025-11-10 09:01:21.690,,2,1,2025-11-10 08:58:36.813,,,,0
23113102693575,13265,20251110000041,Task_InBound,FRGV08,FRGV,T011004,2008,12-011-008,999,1,1,2025-11-10 09:01:26.797,2025-11-10 09:03:33.447,13265.0,3,1,2025-11-10 08:58:36.813,,,,0
23113102796229,13266,20251110000042,Task_Move,FRGV11,FRGV,T010778,13-007-008,20-014-008,999,1,1,2025-11-10 08:58:42.687,2025-11-10 09:00:45.277,13266.0,1,1,2025-11-10 08:58:37.617,,,,0
23113103820613,13268,20251110000043,Task_OutBound,FRGV04,FRGV,T009189,18-004-008,2020,999,1,1,2025-11-10 08:58:53.633,2025-11-10 09:01:43.140,13268.0,1,1,2025-11-10 08:58:45.617,,,,0
23113103820614,13268,20251110000043,Task_OutBound,Lift02,Lift,T009189,2020,3014,999,1,1,2025-11-10 09:01:43.990,2025-11-10 09:02:52.797,,2,1,2025-11-10 08:58:45.617,,,,0
23113103820615,13268,20251110000043,Task_OutBound,3014,Convery,T009189,3014,3013,999,1,1,2025-11-10 09:02:53.100,2025-11-10 09:03:36.250,,3,1,2025-11-10 08:58:45.617,,,,0
23113104356677,13270,20251110000044,Task_OutBound,FRGV09,FRGV,T009059,13-018-007,2019,999,1,1,2025-11-10 08:58:53.737,2025-11-10 09:02:45.377,13270.0,1,1,2025-11-10 08:58:49.807,,,,0
